"","point","time","EHC-OD_1","EHC-OD_2","KS-08-OD_1","KS-08-OD_2","EHC_1","EHC_2","elapsed_h","time_lbl"
"69",68,"00:05:06",-0.02,0.206,0.461,0.39,-0.507,-0.015,33.9947222222222,"Day 1
09:59"
"70",69,"00:35:05",0.332,0.113,-0.099,0.07,-0.754,0.172,34.4944444444444,"Day 1
10:29"
"71",70,"01:05:03",-0.105,-0.081,0.379,0.064,-0.572,0.221,34.9938888888889,"Day 1
10:59"
"72",71,"01:35:03",-0.22,-0.218,0.467,0.34,-0.115,0.126,35.4938888888889,"Day 1
11:29"
"73",72,"02:05:02",0.22,-0.165,0.599,0.416,-0.252,0.243,35.9936111111111,"Day 1
11:59"
"74",73,"02:35:04",-0.035,0.147,0.397,0.133,-0.754,0.426,36.4941666666667,"Day 1
12:29"
"75",74,"03:05:03",0.118,-0.08,0.28,0.146,-0.4,0.489,36.9938888888889,"Day 1
12:59"
"76",75,"03:35:01",0.257,-0.237,0.418,0.597,-0.296,0.333,37.4933333333333,"Day 1
13:29"
"77",76,"04:05:03",0.324,-0.176,0.051,0.315,-0.037,0.104,37.9938888888889,"Day 1
13:59"
"78",77,"04:35:01",-0.337,0.133,0.635,0.126,-0.481,0.097,38.4933333333333,"Day 1
14:29"
"79",78,"05:05:03",-0.076,0,-0.038,0.593,-0.218,0.386,38.9938888888889,"Day 1
14:59"
"80",79,"05:35:00",0.191,-0.215,0.372,0.136,-0.302,0.495,39.4930555555556,"Day 1
15:29"
"81",80,"06:05:00",0.362,-0.187,0.303,0.338,-0.273,0.523,39.9930555555556,"Day 1
15:59"
"82",81,"06:35:00",0.701,-0.229,-0.091,0.34,-0.24,0.542,40.4930555555556,"Day 1
16:29"
"83",82,"07:05:02",0.469,0.033,0.322,0.38,-0.189,0.379,40.9936111111111,"Day 1
16:59"
"84",83,"07:34:59",0.103,-0.053,0.335,0.226,0.213,0.336,41.4927777777778,"Day 1
17:29"
"85",84,"08:05:01",0.371,-0.28,0.465,0.411,-0.235,0.503,41.9933333333333,"Day 1
17:59"
"86",85,"08:35:01",-0.366,0.42,0.307,0.346,-0.06,0.7,42.4933333333333,"Day 1
18:29"
"87",86,"09:05:00",-0.274,-0.069,0.659,0.467,-0.686,0.432,42.9930555555556,"Day 1
18:59"
"88",87,"09:35:00",-0.277,0.025,0.391,-0.251,-0.452,0.456,43.4930555555556,"Day 1
19:29"
"89",88,"10:05:00",0.433,0.68,0.677,-0.274,-0.19,0.597,43.9930555555556,"Day 1
19:59"
"90",89,"10:34:59",0.269,-0.056,0.295,0.371,-0.313,0.612,44.4927777777778,"Day 1
20:29"
"91",90,"11:04:59",0.236,0.413,-0.071,0.482,-0.483,0.445,44.9927777777778,"Day 1
20:59"
"92",91,"11:34:57",0.4,0.045,0.408,-0.163,-0.394,0.492,45.4922222222222,"Day 1
21:29"
"93",92,"12:04:58",-0.309,0.114,-0.088,0.184,-0.144,0.404,45.9925,"Day 1
21:59"
"94",93,"12:34:56",0.47,0.148,0.143,0.275,-0.425,0.452,46.4919444444444,"Day 1
22:29"
"95",94,"13:04:59",0.541,-0.078,0.038,0.592,-0.114,0.495,46.9927777777778,"Day 1
22:59"
"96",95,"13:34:56",-0.389,0.11,0.503,-0.336,-0.281,0.393,47.4919444444444,"Day 1
23:29"
"97",96,"14:05:00",-0.251,-0.041,-0.07,-0.211,-0.378,0.579,47.9930555555556,"Day 1
23:59"
"98",97,"14:34:59",0.001,-0.23,0.629,0.258,-0.402,0.584,48.4927777777778,"Day 2
00:29"
"99",98,"15:04:59",0.165,-0.008,-0.071,0.574,-0.394,0.488,48.9927777777778,"Day 2
00:59"
"100",99,"15:34:55",0.284,0.222,0.708,0.298,-0.549,0.516,49.4916666666667,"Day 2
01:29"
"101",100,"16:04:57",0.256,-0.035,0.33,0.055,-0.168,0.335,49.9922222222222,"Day 2
01:59"
"102",101,"16:34:55",0.1,0.344,0.433,0.354,-0.531,0.308,50.4916666666667,"Day 2
02:29"
"103",102,"17:04:54",-0.075,0.308,0.237,0.613,-0.349,0.303,50.9913888888889,"Day 2
02:59"
"104",103,"17:34:57",-0.234,0.12,0.385,0.311,-0.091,0.489,51.4922222222222,"Day 2
03:29"
"105",104,"18:04:56",0.075,0.416,-0.085,0.193,-0.255,0.401,51.9919444444444,"Day 2
03:59"
"106",105,"18:34:54",0.132,-0.134,0.277,0.484,-0.426,0.328,52.4913888888889,"Day 2
04:29"
"107",106,"19:04:57",0.151,0.223,0.47,0.349,-0.604,0.378,52.9922222222222,"Day 2
04:59"
"108",107,"19:34:54",-0.244,0.227,0.378,0.415,0.048,0.463,53.4913888888889,"Day 2
05:29"
"109",108,"20:04:54",-0.195,0.173,0.119,-0.095,-0.303,0.251,53.9913888888889,"Day 2
05:59"
"110",109,"20:34:53",0.095,-0.006,0.723,0.25,-0.209,0.445,54.4911111111111,"Day 2
06:29"
"111",110,"21:04:52",0.04,0.134,0.119,-0.1,-0.005,0.42,54.9908333333333,"Day 2
06:59"
"112",111,"21:34:53",0.281,0.32,0.177,0.155,-0.186,0.516,55.4911111111111,"Day 2
07:29"
"113",112,"22:04:55",0.178,0.104,0.124,0.467,-0.295,0.48,55.9916666666667,"Day 2
07:59"
"114",113,"22:34:53",-0.413,0.146,-0.044,0.477,-0.157,0.528,56.4911111111111,"Day 2
08:29"
"115",114,"23:04:54",0.482,-0.055,0.388,0.498,-0.458,0.611,56.9913888888889,"Day 2
08:59"
"116",115,"23:34:50",-0.381,0.088,0.569,0.16,-0.215,0.77,57.4902777777778,"Day 2
09:29"
"117",116,"00:04:52",-0.114,0.24,0.717,0.215,0.175,0.484,57.9908333333333,"Day 2
09:59"
"118",117,"00:34:52",-0.154,0.364,0.267,0.413,-0.25,0.271,58.4908333333333,"Day 2
10:29"
"119",118,"01:04:51",-0.141,0.044,0.22,0.291,-0.34,0.466,58.9905555555556,"Day 2
10:59"
"120",119,"01:34:49",0.33,0.02,0.616,0.529,-0.386,0.526,59.49,"Day 2
11:29"
"121",120,"02:04:51",-0.216,0.187,0.344,0.663,-0.274,0.529,59.9905555555556,"Day 2
11:59"
"122",121,"02:34:47",0.278,0.003,0.526,-0.65,-0.398,0.413,60.4894444444444,"Day 2
12:29"
"123",122,"03:04:49",-0.097,0.176,0.431,-0.615,-0.364,0.506,60.99,"Day 2
12:59"
"124",123,"03:34:50",0.307,0.242,0.388,-0.453,-0.187,0.532,61.4902777777778,"Day 2
13:29"
"125",124,"04:04:48",-0.36,0.245,0.289,-0.578,-0.58,0.357,61.9897222222222,"Day 2
13:59"
"126",125,"04:34:47",0.144,0.205,0.032,-0.561,-0.151,0.427,62.4894444444444,"Day 2
14:29"
"127",126,"05:04:47",0.342,0.318,0.067,-0.532,-0.288,0.345,62.9894444444444,"Day 2
14:59"
"128",127,"05:34:47",-0.142,0.238,0.425,-0.64,-0.344,0.281,63.4894444444444,"Day 2
15:29"
"129",128,"06:04:50",0.471,0.51,0.52,-0.489,0.031,0.439,63.9902777777778,"Day 2
15:59"
"130",129,"06:34:48",0.332,0.491,-0.008,-0.162,-0.265,0.275,64.4897222222222,"Day 2
16:29"
"131",130,"07:04:48",0.253,-0.136,0.071,-0.652,0.125,0.388,64.9897222222222,"Day 2
16:59"
"132",131,"07:34:48",0.018,0.389,0.582,-0.317,-0.127,0.271,65.4897222222222,"Day 2
17:29"
"133",132,"08:04:45",0.434,0.482,0.3,-0.415,-0.162,0.277,65.9888888888889,"Day 2
17:59"
"134",133,"08:34:45",0.098,0.589,0.289,-0.223,-0.162,0.189,66.4888888888889,"Day 2
18:29"
"135",134,"09:04:45",0.2,0.671,0.368,-0.012,-0.045,0.133,66.9888888888889,"Day 2
18:59"
"136",135,"09:34:44",0.64,0.338,-0.009,-0.613,-0.031,0.068,67.4886111111111,"Day 2
19:29"
"137",136,"10:04:47",0.497,0.263,0.318,-0.523,-0.429,0.19,67.9894444444444,"Day 2
19:59"
"138",137,"10:34:48",-0.148,0.314,0.567,-0.463,-0.313,0.004,68.4897222222222,"Day 2
20:29"
"139",138,"11:04:47",0.454,0.625,0.211,-0.556,-0.234,-0.019,68.9894444444444,"Day 2
20:59"
"140",139,"11:34:45",0.078,0.111,0.528,-0.589,0.082,-0.06,69.4888888888889,"Day 2
21:29"
"141",140,"12:04:43",0.084,0.503,0.524,0.073,-0.346,-0.073,69.9883333333333,"Day 2
21:59"
"142",141,"12:34:43",0.113,0.24,0.423,-0.65,-0.372,-0.102,70.4883333333333,"Day 2
22:29"
"143",142,"13:04:44",0.444,-0.086,0.237,-0.555,-0.649,-0.135,70.9886111111111,"Day 2
22:59"
"144",143,"13:34:44",0.062,0.44,0.381,-0.534,-0.33,-0.114,71.4886111111111,"Day 2
23:29"
"145",144,"14:04:45",0.237,0.337,0.548,-0.503,-0.061,-0.119,71.9888888888889,"Day 2
23:59"
"146",145,"14:34:44",0.321,0.301,0.43,-0.339,0.01,-0.127,72.4886111111111,"Day 3
00:29"
"147",146,"15:04:41",0.696,0.423,0.645,-0.572,-0.394,-0.131,72.9877777777778,"Day 3
00:59"
"148",147,"15:34:42",0.458,0.561,0.407,-0.518,-0.517,-0.161,73.4880555555556,"Day 3
01:29"
"149",148,"16:04:43",-0.149,0.147,0.49,-0.596,-0.285,-0.135,73.9883333333333,"Day 3
01:59"
"150",149,"16:34:39",0.314,0.313,0.221,-0.633,-0.274,-0.137,74.4872222222222,"Day 3
02:29"
"151",150,"17:04:44",0.02,0.614,0.042,-0.447,-0.045,-0.131,74.9886111111111,"Day 3
02:59"
"152",151,"17:34:42",-0.026,0.47,0.359,-0.228,-0.062,-0.15,75.4880555555556,"Day 3
03:29"
"153",152,"18:04:42",0.242,0.463,0.645,-0.593,-0.169,-0.157,75.9880555555556,"Day 3
03:59"
"154",153,"18:34:43",0.062,0.592,0.42,-0.329,-0.351,-0.135,76.4883333333333,"Day 3
04:29"
"155",154,"19:04:43",0.309,0.484,-0.003,-0.379,-0.339,-0.144,76.9883333333333,"Day 3
04:59"
"156",155,"19:34:42",0.455,0.277,0.759,0.372,-0.002,-0.147,77.4880555555556,"Day 3
05:29"
"157",156,"20:04:40",0.12,0.373,0.526,0.242,-0.518,-0.156,77.9875,"Day 3
05:59"
"158",157,"20:34:40",0.222,0.387,0.422,0.387,-0.141,-0.149,78.4875,"Day 3
06:29"
"159",158,"21:04:40",0.932,0.5,0.502,0.616,-0.008,-0.136,78.9875,"Day 3
06:59"
"160",159,"21:34:37",0.339,0.362,0.121,0.532,-0.071,-0.132,79.4866666666667,"Day 3
07:29"
"161",160,"22:04:37",-0.041,0.737,0.329,0.469,-0.389,-0.154,79.9866666666667,"Day 3
07:59"
"162",161,"22:34:40",0.43,0.513,0.433,0.51,-0.387,-0.133,80.4875,"Day 3
08:29"
"163",162,"23:04:40",0.635,0.448,0.313,0.615,-0.514,-0.148,80.9875,"Day 3
08:59"
"164",163,"23:34:36",0.122,0.36,0.163,0.776,-0.353,-0.205,81.4863888888889,"Day 3
09:29"
"165",164,"00:04:36",0.136,0.698,0.25,0.249,-0.245,-0.147,81.9863888888889,"Day 3
09:59"
"166",165,"00:34:38",-0.199,0.618,0.563,0.265,-0.274,-0.144,82.4869444444444,"Day 3
10:29"
"167",166,"01:04:37",0.084,0.373,0.115,0.416,-0.09,-0.154,82.9866666666667,"Day 3
10:59"
"168",167,"01:34:35",0.162,0.771,0.219,0.142,-0.468,-0.142,83.4861111111111,"Day 3
11:29"
"169",168,"02:04:36",-0.143,0.572,0.237,0.424,0.1,-0.162,83.9863888888889,"Day 3
11:59"
"170",169,"02:34:35",0.532,0.775,0.672,0.575,0.156,-0.16,84.4861111111111,"Day 3
12:29"
"171",170,"03:04:36",0.209,0.358,0.621,0.141,-0.199,-0.147,84.9863888888889,"Day 3
12:59"
"172",171,"03:34:35",0.211,0.565,0.678,0.673,-0.285,-0.154,85.4861111111111,"Day 3
13:29"
"173",172,"04:04:36",0.302,0.717,0.454,0.579,-0.248,-0.154,85.9863888888889,"Day 3
13:59"
"174",173,"04:34:36",0.085,0.441,0.636,0.659,-0.498,-0.125,86.4863888888889,"Day 3
14:29"
"175",174,"05:04:33",0.648,0.403,0.505,0.352,-0.332,-0.131,86.9855555555555,"Day 3
14:59"
"176",175,"05:34:33",0.022,0.529,0.111,0.521,-0.509,-0.137,87.4855555555555,"Day 3
15:29"
"177",176,"06:04:34",0.136,0.441,0.669,0.419,-0.122,-0.16,87.9858333333333,"Day 3
15:59"
"178",177,"06:34:32",0.118,0.702,0.097,0.3,-0.092,-0.144,88.4852777777778,"Day 3
16:29"
"179",178,"07:04:33",0,0.371,1.143,0.238,-0.062,-0.141,88.9855555555555,"Day 3
16:59"
"180",179,"07:34:36",0.215,0.033,0.591,0.466,-0.279,-0.155,89.4863888888889,"Day 3
17:29"
"181",180,"08:04:33",0.636,0.194,0.364,0.255,-0.12,-0.146,89.9855555555555,"Day 3
17:59"
"182",181,"08:34:33",0.318,0.685,0.596,0.354,-0.446,-0.155,90.4855555555555,"Day 3
18:29"
"183",182,"09:04:30",0.136,0.831,0.476,-0.272,0.042,-0.172,90.9847222222222,"Day 3
18:59"
"184",183,"09:34:30",0.731,0.306,0.295,0.335,-0.148,-0.134,91.4847222222222,"Day 3
19:29"
"185",184,"10:04:30",0.133,0.149,0.524,0.059,-0.495,-0.151,91.9847222222222,"Day 3
19:59"
"186",185,"10:34:30",0.535,0.374,0.611,0.316,0.18,-0.153,92.4847222222222,"Day 3
20:29"
"187",186,"11:04:33",-0.125,0.618,0.237,0.431,-0.059,-0.147,92.9855555555555,"Day 3
20:59"
"188",187,"11:34:33",0.358,0.353,0.774,0.294,-0.315,-0.149,93.4855555555555,"Day 3
21:29"
"189",188,"12:04:31",0.345,0.523,0.564,0.049,-0.023,-0.15,93.985,"Day 3
21:59"
"190",189,"12:34:29",0.413,0.296,0.381,0.222,-0.388,-0.144,94.4844444444444,"Day 3
22:29"
"191",190,"13:04:32",0.513,0.42,0.407,-0.073,-0.148,-0.135,94.9852777777778,"Day 3
22:59"
"192",191,"13:34:30",0.126,0.867,0.592,0.664,0.1,-0.151,95.4847222222222,"Day 3
23:29"
"193",192,"14:04:30",0.171,0.626,0.626,0.082,0.061,-0.149,95.9847222222222,"Day 3
23:59"
"194",193,"14:34:28",0.07,0.294,0.904,0.526,-0.538,-0.141,96.4841666666667,"Day 4
00:29"
"195",194,"15:04:27",0.149,0.741,0.352,0.316,-0.19,-0.171,96.9838888888889,"Day 4
00:59"
"196",195,"15:34:29",0.128,0.266,0.888,-0.115,-0.257,-0.169,97.4844444444444,"Day 4
01:29"
"197",196,"16:04:28",0.567,0.677,0.322,-0.104,-0.255,-0.155,97.9841666666667,"Day 4
01:59"
"198",197,"16:34:27",0.236,0.735,0.547,0.531,-0.518,-0.148,98.4838888888889,"Day 4
02:29"
"199",198,"17:04:26",0.301,0.649,0.856,0.118,-0.049,-0.156,98.9836111111111,"Day 4
02:59"
"200",199,"17:34:26",0.113,0.709,0.499,0.657,-0.491,-0.15,99.4836111111111,"Day 4
03:29"
"201",200,"18:04:26",0.281,0.278,0.818,0.546,-0.01,-0.144,99.9836111111111,"Day 4
03:59"
"202",201,"18:34:25",-0.083,0.491,0.982,0.213,-0.754,-0.166,100.483333333333,"Day 4
04:29"
"203",202,"19:04:29",0.715,0.271,0.909,0.701,-0.38,-0.173,100.984444444444,"Day 4
04:59"
"204",203,"19:34:25",-0.082,0.408,0.693,-0.388,-0.292,-0.172,101.483333333333,"Day 4
05:29"
"205",204,"20:04:25",0.706,0.106,0.614,0.404,-0.184,-0.157,101.983333333333,"Day 4
05:59"
"206",205,"20:34:23",0.282,0.081,0.909,0.608,-0.092,-0.176,102.482777777778,"Day 4
06:28"
"207",206,"21:04:26",0.809,0.038,0.985,0.195,0.085,-0.148,102.983611111111,"Day 4
06:59"
"208",207,"21:34:26",0.758,0.304,0.619,0.31,0.098,-0.168,103.483611111111,"Day 4
07:29"
"209",208,"22:04:26",0.548,0.614,0.738,0.767,-0.215,-0.172,103.983611111111,"Day 4
07:59"
"210",209,"22:34:25",0.672,-0.176,0.776,0.296,-0.741,-0.178,104.483333333333,"Day 4
08:29"
"211",210,"23:04:22",0.36,0.07,0.502,0.311,-0.202,-0.168,104.9825,"Day 4
08:58"
"212",211,"23:34:27",0.7,0.463,0.442,0.626,-0.416,-0.155,105.483888888889,"Day 4
09:29"
"213",212,"00:04:24",0.702,0.359,0.86,0.583,-0.35,-0.166,105.983055555556,"Day 4
09:58"
"214",213,"00:34:22",0.568,0.077,0.569,0.605,-0.553,-0.143,106.4825,"Day 4
10:28"
"215",214,"01:04:23",1.087,0.18,0.961,0.214,-0.527,-0.153,106.982777777778,"Day 4
10:58"
"216",215,"01:34:22",1.156,0.047,0.613,0.597,-0.327,-0.143,107.4825,"Day 4
11:28"
"217",216,"02:04:25",1.127,0.708,0.785,0.599,-0.249,-0.135,107.983333333333,"Day 4
11:59"
"218",217,"02:34:25",0.458,0.879,0.834,0.713,0.033,-0.139,108.483333333333,"Day 4
12:29"
"219",218,"03:04:23",1.084,0.601,1.257,0.221,-0.347,-0.16,108.982777777778,"Day 4
12:58"
"220",219,"03:34:21",0.927,0.584,0.713,0.465,-0.178,-0.157,109.482222222222,"Day 4
13:28"
"221",220,"04:04:22",1.03,0.551,0.866,0.354,-0.229,-0.132,109.9825,"Day 4
13:58"
"222",221,"04:34:20",0.834,0.378,0.968,0.163,-0.103,-0.144,110.481944444444,"Day 4
14:28"
"223",222,"05:04:21",0.734,0.575,0.656,0.418,0.046,-0.144,110.982222222222,"Day 4
14:58"
"224",223,"05:34:22",0.919,0.468,1.022,0.759,0.162,-0.149,111.4825,"Day 4
15:28"
"225",224,"06:04:19",1.156,0.309,0.705,0.749,-0.43,-0.15,111.981666666667,"Day 4
15:58"
"226",225,"06:34:21",0.482,0.597,0.863,0.796,-0.439,-0.148,112.482222222222,"Day 4
16:28"
"227",226,"07:04:19",1.058,0.601,0.554,0.622,-0.425,-0.168,112.981666666667,"Day 4
16:58"
"228",227,"07:34:20",0.785,0.858,0.898,0.72,0.095,-0.178,113.481944444444,"Day 4
17:28"
"229",228,"08:04:20",1.213,0.439,0.71,0.686,-0.024,-0.158,113.981944444444,"Day 4
17:58"
"230",229,"08:34:19",1.02,0.598,0.926,0.657,-0.422,-0.164,114.481666666667,"Day 4
18:28"
"231",230,"09:04:16",0.901,0.5,0.869,0.821,-0.132,-0.15,114.980833333333,"Day 4
18:58"
"232",231,"09:34:17",0.865,0.721,0.833,0.834,-0.042,-0.148,115.481111111111,"Day 4
19:28"
"233",232,"10:04:17",1.12,0.468,0.603,0.465,-0.09,-0.136,115.981111111111,"Day 4
19:58"
"234",233,"10:34:20",0.838,0.59,1.179,0.737,-0.141,-0.15,116.481944444444,"Day 4
20:28"
"235",234,"11:04:19",0.551,0.354,0.626,0.89,-0.191,-0.156,116.981666666667,"Day 4
20:58"
"236",235,"11:34:18",0.73,0.674,0.913,0.763,0.126,-0.157,117.481388888889,"Day 4
21:28"
"237",236,"12:04:19",0.802,0.618,1.022,0.649,-0.38,-0.155,117.981666666667,"Day 4
21:58"
"238",237,"12:34:17",0.577,0.688,0.86,0.699,0.172,-0.151,118.481111111111,"Day 4
22:28"
"239",238,"13:04:17",0.844,0.861,0.945,0.651,0.063,-0.143,118.981111111111,"Day 4
22:58"
"240",239,"13:34:15",0.839,0.685,1.036,0.678,-0.249,-0.137,119.480555555556,"Day 4
23:28"
"241",240,"14:04:14",1.044,0.874,0.727,0.72,-0.307,-0.157,119.980277777778,"Day 4
23:58"
"242",241,"14:34:16",0.815,0.859,0.998,0.72,-0.136,-0.133,120.480833333333,"Day 5
00:28"
